NM_M,PE,Formation_B5 LM,ILD_log10,PHIND,GR,Depth,Formation_A1 SH,Formation_B4 SH,Formation_B1 SH,Well Name_Recruit F9,Formation_B2 LM,Formation_C LM,Formation_B3 SH,DeltaPHI,Formation_B1 LM,Formation_C SH,Well Name_CROSS H CATTLE,Formation_B2 SH,Formation_B3 LM,Facies
1,3.1,False,0.346,20.23,90.25,2807.0,True,False,False,False,False,False,False,11.5,False,False,False,False,False,2
1,3.0,False,0.358,24.015,94.38,2807.5,True,False,False,False,False,False,False,14.2,False,False,False,False,False,2
1,3.1,False,0.377,23.58,87.44,2808.0,True,False,False,False,False,False,False,13.9,False,False,False,False,False,2
1,3.1,False,0.401,18.395,70.98,2808.5,True,False,False,False,False,False,False,11.5,False,False,False,False,False,2
1,3.1,False,0.439,13.815,64.72,2809.0,True,False,False,False,False,False,False,10.3,False,False,False,False,False,2
1,3.2,False,0.47,9.44,54.29,2809.5,True,False,False,False,False,False,False,9.9,False,False,False,False,False,3
1,3.4,False,0.493,5.255,41.46,2810.0,True,False,False,False,False,False,False,11.1,False,False,False,False,False,3
1,4.6,False,0.524,5.265,50.93,2810.5,True,False,False,False,False,False,False,12.1,False,False,False,False,False,3
1,4.1,False,0.543,11.76,72.79,2811.0,True,False,False,False,False,False,False,11.3,False,False,False,False,False,3
1,3.5,False,0.555,17.665,95.34,2811.5,True,False,False,False,False,False,False,14.1,False,False,False,False,False,3
1,3.2,False,0.558,20.145,102.35,2812.0,True,False,False,False,False,False,False,15.8,False,False,False,False,False,3
1,3.2,False,0.549,18.07,79.7,2812.5,True,False,False,False,False,False,False,15.5,False,False,False,False,False,3
1,3.3,False,0.53,15.72,66.69,2813.0,True,False,False,False,False,False,False,14.0,False,False,False,False,False,3
1,3.3,False,0.521,15.98,73.68,2813.5,True,False,False,False,False,False,False,14.7,False,False,False,False,False,2
1,3.3,False,0.535,18.02,71.05,2814.0,True,False,False,False,False,False,False,17.2,False,False,False,False,False,2
2,3.5,False,0.628,12.09,57.02,2814.5,False,False,False,False,False,False,False,11.6,False,False,False,False,False,8
2,4.0,False,0.702,6.705,43.29,2815.0,False,False,False,False,False,False,False,7.3,False,False,False,False,False,8
2,5.0,False,0.762,4.595,36.06,2815.5,False,False,False,False,False,False,False,5.7,False,False,False,False,False,8
2,5.5,False,0.823,4.62,46.0,2816.0,False,False,False,False,False,False,False,5.1,False,False,False,False,False,8
2,5.6,False,0.915,5.01,60.3,2816.5,False,False,False,False,False,False,False,4.6,False,False,False,False,False,6
2,5.5,False,0.999,5.295,75.22,2817.0,False,False,False,False,False,False,False,4.4,False,False,False,False,False,6
2,5.4,False,1.045,5.32,87.19,2817.5,False,False,False,False,False,False,False,4.7,False,False,False,False,False,6
2,5.4,False,1.064,5.785,86.86,2818.0,False,False,False,False,False,False,False,5.2,False,False,False,False,False,6
2,5.4,False,1.051,6.38,88.0,2818.5,False,False,False,False,False,False,False,6.5,False,False,False,False,False,6
2,5.5,False,1.018,7.215,75.47,2819.0,False,False,False,False,False,False,False,7.8,False,False,False,False,False,6
2,4.9,False,0.972,8.925,59.36,2819.5,False,False,False,False,False,False,False,10.0,False,False,False,False,False,6
2,4.5,False,0.952,9.355,55.57,2820.0,False,False,False,False,False,False,False,8.6,False,False,False,False,False,6
2,4.3,False,0.924,9.12,46.96,2820.5,False,False,False,False,False,False,False,5.4,False,False,False,False,False,6
2,4.1,False,0.876,8.225,43.67,2821.0,False,False,False,False,False,False,False,3.6,False,False,False,False,False,6
2,4.3,False,0.826,7.875,55.23,2821.5,False,False,False,False,False,False,False,5.1,False,False,False,False,False,6
2,4.3,False,0.777,8.575,61.24,2822.0,False,False,False,False,False,False,False,9.7,False,False,False,False,False,6
2,4.4,False,0.728,10.66,54.46,2822.5,False,False,False,False,False,False,False,12.8,False,False,False,False,False,6
2,4.0,False,0.699,12.375,43.23,2823.0,False,False,False,False,False,False,False,14.9,False,False,False,False,False,7
2,3.9,False,0.682,13.54,44.59,2823.5,False,False,False,False,False,False,False,16.0,False,False,False,False,False,7
2,3.7,False,0.676,12.89,47.48,2824.0,False,False,False,False,False,False,False,16.5,False,False,False,False,False,4
2,3.7,False,0.671,11.785,61.1,2824.5,False,False,False,False,False,False,False,15.2,False,False,False,False,False,4
2,4.5,False,0.68,8.97,64.82,2825.0,False,False,False,False,False,False,False,9.1,False,False,False,False,False,4
2,5.1,False,0.71,8.93,55.77,2825.5,False,False,False,False,False,False,False,6.1,False,False,False,False,False,4
2,5.5,False,0.744,9.215,62.22,2826.0,False,False,False,False,False,False,False,4.3,False,False,False,False,False,4
2,5.6,False,0.786,9.5,55.06,2826.5,False,False,False,False,False,False,False,2.9,False,False,False,False,False,6
2,5.4,False,0.839,8.89,71.02,2827.0,False,False,False,False,False,False,False,3.1,False,False,False,False,False,6
2,5.3,False,0.881,8.06,91.37,2827.5,False,False,False,False,False,False,False,3.9,False,False,False,False,False,6
2,5.3,False,0.911,6.875,115.42,2828.0,False,False,False,False,False,False,False,5.2,False,False,False,False,False,6
2,5.2,False,0.94,6.085,115.7,2828.5,False,False,False,False,False,False,False,5.9,False,False,False,False,False,6
2,5.6,False,0.972,6.135,107.11,2829.0,False,False,False,False,False,False,False,6.0,False,False,False,False,False,6
2,5.6,False,1.008,6.64,93.82,2829.5,False,False,False,False,False,False,False,5.8,False,False,False,False,False,6
2,6.1,False,1.061,6.865,61.63,2830.0,False,False,False,False,False,False,False,3.6,False,False,False,False,False,6
2,6.2,False,1.076,6.25,45.98,2830.5,False,False,False,False,False,False,False,3.6,False,False,False,False,False,6
2,5.8,False,1.071,6.225,32.76,2831.0,False,False,False,False,False,False,False,3.0,False,False,False,False,False,6
2,5.7,False,1.058,6.19,37.82,2831.5,False,False,False,False,False,False,False,3.6,False,False,False,False,False,6
2,5.5,False,1.038,6.375,40.73,2832.0,False,False,False,False,False,False,False,2.3,False,False,False,False,False,6
2,5.4,False,1.005,6.61,33.42,2832.5,False,False,False,False,False,False,False,2.2,False,False,False,False,False,6
2,5.3,False,0.968,7.355,32.08,2833.0,False,False,False,False,False,False,False,2.2,False,False,False,False,False,6
2,4.9,False,0.943,8.33,33.82,2833.5,False,False,False,False,False,False,False,2.1,False,False,False,False,False,6
2,4.7,False,0.924,8.84,45.57,2834.0,False,False,False,False,False,False,False,1.1,False,False,False,False,False,6
2,4.6,False,0.9,8.125,53.95,2834.5,False,False,False,False,False,False,False,1.9,False,False,False,False,False,6
2,4.6,False,0.875,7.845,59.42,2835.0,False,False,False,False,False,False,False,4.3,False,False,False,False,False,6
2,4.8,False,0.854,8.665,68.43,2835.5,False,False,False,False,False,False,False,8.3,False,False,False,False,False,6
2,4.6,False,0.849,10.04,75.88,2836.0,False,False,False,False,False,False,False,11.0,False,False,False,False,False,6
2,4.7,False,0.864,10.85,77.75,2836.5,False,False,False,False,False,False,False,11.3,False,False,False,False,False,6
2,4.6,False,0.907,9.815,80.93,2837.0,False,False,False,False,False,False,False,9.6,False,False,False,False,False,6
2,4.7,False,0.932,7.475,72.92,2837.5,False,False,False,False,False,False,False,7.3,False,False,False,False,False,6
2,5.0,False,0.92,5.265,65.59,2838.0,False,False,False,False,False,False,False,5.7,False,False,False,False,False,6
2,5.4,False,0.886,4.045,64.71,2838.5,False,False,False,False,False,False,False,3.6,False,False,False,False,False,6
2,5.5,False,0.829,4.36,60.79,2839.0,False,False,False,False,False,False,False,2.9,False,False,False,False,False,6
2,5.7,False,0.754,9.795,78.55,2839.5,False,False,False,False,False,False,False,2.0,False,False,False,False,False,6
1,4.0,False,0.713,19.545,107.77,2840.0,False,False,True,False,False,False,False,1.8,False,False,False,False,False,3
1,3.3,False,0.686,26.65,110.87,2840.5,False,False,True,False,False,False,False,6.0,False,False,False,False,False,3
1,2.8,False,0.665,26.94,106.33,2841.0,False,False,True,False,False,False,False,8.6,False,False,False,False,False,3
1,2.7,False,0.64,21.77,87.85,2841.5,False,False,True,False,False,False,False,9.6,False,False,False,False,False,3
1,2.9,False,0.601,15.99,80.96,2842.0,False,False,True,False,False,False,False,9.0,False,False,False,False,False,3
1,3.5,False,0.568,12.565,66.94,2842.5,False,False,True,False,False,False,False,11.2,False,False,False,False,False,2
1,4.2,False,0.561,11.69,61.48,2843.0,False,False,True,False,False,False,False,12.0,False,False,False,False,False,2
1,4.2,False,0.568,12.285,58.26,2843.5,False,False,True,False,False,False,False,12.4,False,False,False,False,False,2
1,3.9,False,0.585,11.735,51.31,2844.0,False,False,True,False,False,False,False,12.7,False,False,False,False,False,2
1,3.9,False,0.583,11.73,67.92,2844.5,False,False,True,False,False,False,False,13.2,False,False,False,False,False,2
1,3.9,False,0.566,12.475,67.77,2845.0,False,False,True,False,False,False,False,14.1,False,False,False,False,False,2
1,3.8,False,0.543,13.095,67.73,2845.5,False,False,True,False,False,False,False,14.4,False,False,False,False,False,2
1,3.7,False,0.516,13.35,68.85,2846.0,False,False,True,False,False,False,False,12.1,False,False,False,False,False,2
1,3.6,False,0.496,15.12,73.2,2846.5,False,False,True,False,False,False,False,9.7,False,False,False,False,False,2
1,3.6,False,0.486,20.48,84.46,2847.0,False,False,True,False,False,False,False,6.1,False,False,False,False,False,3
1,3.4,False,0.483,23.225,96.96,2847.5,False,False,True,False,False,False,False,7.0,False,False,False,False,False,3
1,3.5,False,0.486,21.305,95.54,2848.0,False,False,True,False,False,False,False,9.4,False,False,False,False,False,3
1,3.4,False,0.493,17.235,88.67,2848.5,False,False,True,False,False,False,False,13.2,False,False,False,False,False,3
1,3.5,False,0.501,16.71,88.54,2849.0,False,False,True,False,False,False,False,13.1,False,False,False,False,False,3
1,3.5,False,0.501,18.675,92.22,2849.5,False,False,True,False,False,False,False,11.2,False,False,False,False,False,3
1,3.3,False,0.491,20.405,89.67,2850.0,False,False,True,False,False,False,False,4.9,False,False,False,False,False,2
1,3.1,False,0.47,20.3,91.17,2850.5,False,False,True,False,False,False,False,2.2,False,False,False,False,False,2
1,2.8,False,0.435,17.16,83.62,2851.0,False,False,True,False,False,False,False,5.1,False,False,False,False,False,2
1,2.8,False,0.401,15.87,85.0,2851.5,False,False,True,False,False,False,False,8.3,False,False,False,False,False,2
1,2.9,False,0.371,16.85,77.7,2852.0,False,False,True,False,False,False,False,7.5,False,False,False,False,False,2
1,2.9,False,0.334,17.3,74.29,2852.5,False,False,True,False,False,False,False,6.1,False,False,False,False,False,2
1,2.9,False,0.307,17.57,70.21,2853.0,False,False,True,False,False,False,False,5.4,False,False,False,False,False,2
1,3.0,False,0.297,17.195,76.38,2853.5,False,False,True,False,False,False,False,4.7,False,False,False,False,False,2
1,3.0,False,0.301,16.415,76.28,2854.0,False,False,True,False,False,False,False,4.4,False,False,False,False,False,2
1,3.2,False,0.314,14.19,69.04,2854.5,False,False,True,False,False,False,False,4.1,False,False,False,False,False,2
1,3.4,False,0.338,13.25,78.11,2855.0,False,False,True,False,False,False,False,5.8,False,False,False,False,False,2
1,3.8,False,0.377,15.72,84.18,2855.5,False,False,True,False,False,False,False,6.8,False,False,False,False,False,3
1,3.5,False,0.428,20.045,85.85,2856.0,False,False,True,False,False,False,False,6.6,False,False,False,False,False,3
1,3.3,False,0.47,20.455,89.6,2856.5,False,False,True,False,False,False,False,4.4,False,False,False,False,False,3
1,3.1,False,0.509,16.78,80.61,2857.0,False,False,True,False,False,False,False,3.6,False,False,False,False,False,3
1,3.3,False,0.539,11.78,79.36,2857.5,False,False,True,False,False,False,False,7.5,False,False,False,False,False,3
1,3.7,False,0.548,14.545,83.05,2858.0,False,False,True,False,False,False,False,8.1,False,False,False,False,False,3
1,3.6,False,0.556,23.83,95.0,2858.5,False,False,True,False,False,False,False,9.2,False,False,False,False,False,3
2,3.1,False,0.629,26.67,85.04,2859.0,False,False,False,False,False,False,False,6.4,True,False,False,False,False,5
2,3.1,False,0.668,16.61,46.18,2859.5,False,False,False,False,False,False,False,4.3,True,False,False,False,False,5
2,3.5,False,0.703,8.22,34.53,2860.0,False,False,False,False,False,False,False,4.9,True,False,False,False,False,5
2,4.6,False,0.744,4.71,35.19,2860.5,False,False,False,False,False,False,False,7.9,True,False,False,False,False,5
2,4.8,False,0.803,4.24,27.85,2861.0,False,False,False,False,False,False,False,7.8,True,False,False,False,False,8
2,4.7,False,0.913,4.22,23.48,2861.5,False,False,False,False,False,False,False,6.0,True,False,False,False,False,8
2,4.6,False,1.031,3.785,20.42,2862.0,False,False,False,False,False,False,False,5.0,True,False,False,False,False,8
2,5.1,False,1.147,3.145,20.55,2862.5,False,False,False,False,False,False,False,4.1,True,False,False,False,False,8
2,5.4,False,1.292,2.195,19.99,2863.0,False,False,False,False,False,False,False,4.7,True,False,False,False,False,8
2,5.9,False,1.405,1.59,21.18,2863.5,False,False,False,False,False,False,False,5.2,True,False,False,False,False,8
2,6.1,False,1.452,1.755,18.63,2864.0,False,False,False,False,False,False,False,4.7,True,False,False,False,False,8
2,6.0,False,1.465,2.36,29.41,2864.5,False,False,False,False,False,False,False,4.2,True,False,False,False,False,6
2,5.8,False,1.48,3.11,43.09,2865.0,False,False,False,False,False,False,False,3.1,True,False,False,False,False,6
2,5.6,False,1.479,2.95,48.95,2865.5,False,False,False,False,False,False,False,4.2,True,False,False,False,False,6
2,5.6,False,1.437,3.03,45.84,2866.0,False,False,False,False,False,False,False,4.1,True,False,False,False,False,6
2,5.7,False,1.36,3.02,45.04,2866.5,False,False,False,False,False,False,False,4.2,True,False,False,False,False,6
2,5.7,False,1.249,3.445,42.92,2867.0,False,False,False,False,False,False,False,3.6,True,False,False,False,False,6
2,5.9,False,1.104,4.095,53.11,2867.5,False,False,False,False,False,False,False,3.3,True,False,False,False,False,6
1,5.1,False,0.966,5.13,67.55,2868.0,False,False,False,False,False,False,False,4.2,False,False,False,True,False,3
1,4.6,False,0.862,7.84,73.99,2868.5,False,False,False,False,False,False,False,6.1,False,False,False,True,False,3
1,3.9,False,0.806,11.2,83.09,2869.0,False,False,False,False,False,False,False,9.4,False,False,False,True,False,3
1,3.6,False,0.763,13.97,97.28,2869.5,False,False,False,False,False,False,False,10.5,False,False,False,True,False,3
1,3.4,False,0.714,12.96,95.16,2870.0,False,False,False,False,False,False,False,9.6,False,False,False,True,False,2
1,3.3,False,0.661,10.425,79.88,2870.5,False,False,False,False,False,False,False,8.6,False,False,False,True,False,2
1,3.5,False,0.602,8.785,76.38,2871.0,False,False,False,False,False,False,False,8.9,False,False,False,True,False,2
1,3.6,False,0.561,10.305,75.68,2871.5,False,False,False,False,False,False,False,11.4,False,False,False,True,False,2
1,3.9,False,0.537,13.745,84.59,2872.0,False,False,False,False,False,False,False,13.4,False,False,False,True,False,2
1,3.9,False,0.525,16.66,103.43,2872.5,False,False,False,False,False,False,False,14.6,False,False,False,True,False,3
1,3.9,False,0.522,17.625,103.41,2873.0,False,False,False,False,False,False,False,14.7,False,False,False,True,False,3
1,3.8,False,0.52,16.245,99.27,2873.5,False,False,False,False,False,False,False,13.0,False,False,False,True,False,3
1,3.7,False,0.516,14.85,92.94,2874.0,False,False,False,False,False,False,False,12.1,False,False,False,True,False,3
1,3.8,False,0.507,13.27,92.9,2874.5,False,False,False,False,False,False,False,11.4,False,False,False,True,False,3
1,3.7,False,0.504,12.48,80.32,2875.0,False,False,False,False,False,False,False,11.0,False,False,False,True,False,3
1,4.0,False,0.512,11.525,83.63,2875.5,False,False,False,False,False,False,False,10.1,False,False,False,True,False,2
1,4.1,False,0.529,11.31,67.81,2876.0,False,False,False,False,False,False,False,9.4,False,False,False,True,False,2
1,4.3,False,0.559,10.865,67.88,2876.5,False,False,False,False,False,False,False,9.7,False,False,False,True,False,2
1,4.4,False,0.589,10.365,64.39,2877.0,False,False,False,False,False,False,False,8.4,False,False,False,True,False,2
1,4.4,False,0.604,9.385,61.99,2877.5,False,False,False,False,False,False,False,6.9,False,False,False,True,False,2
1,4.3,False,0.604,8.53,62.5,2878.0,False,False,False,False,False,False,False,5.5,False,False,False,True,False,2
1,4.2,False,0.58,8.6,58.64,2878.5,False,False,False,False,False,False,False,5.3,False,False,False,True,False,2
1,4.0,False,0.543,9.98,64.04,2879.0,False,False,False,False,False,False,False,5.7,False,False,False,True,False,2
1,3.7,False,0.519,13.745,78.8,2879.5,False,False,False,False,False,False,False,5.4,False,False,False,True,False,2
1,3.7,False,0.502,21.885,78.88,2880.0,False,False,False,False,False,False,False,2.0,False,False,False,True,False,3
1,3.2,False,0.5,33.79,86.88,2880.5,False,False,False,False,False,False,False,-3.8,False,False,False,True,False,3
1,3.0,False,0.519,37.47,83.97,2881.0,False,False,False,False,False,False,False,-2.0,False,False,False,True,False,3
1,2.8,False,0.543,31.57,70.01,2881.5,False,False,False,False,False,False,False,-4.3,False,False,False,True,False,3
2,2.9,False,0.567,16.04,50.7,2882.0,False,False,False,False,True,False,False,1.6,False,False,False,False,False,7
2,3.6,False,0.601,5.725,30.81,2882.5,False,False,False,False,True,False,False,1.9,False,False,False,False,False,7
2,5.0,False,0.656,2.73,17.35,2883.0,False,False,False,False,True,False,False,4.2,False,False,False,False,False,7
2,5.8,False,0.747,2.925,17.55,2883.5,False,False,False,False,True,False,False,4.7,False,False,False,False,False,8
2,6.2,False,0.855,3.285,18.19,2884.0,False,False,False,False,True,False,False,5.6,False,False,False,False,False,8
2,6.3,False,0.982,3.99,17.08,2884.5,False,False,False,False,True,False,False,5.4,False,False,False,False,False,8
2,6.2,False,1.107,4.34,15.88,2885.0,False,False,False,False,True,False,False,5.5,False,False,False,False,False,8
2,5.9,False,1.17,4.645,20.38,2885.5,False,False,False,False,True,False,False,5.0,False,False,False,False,False,8
2,5.8,False,1.173,4.77,24.93,2886.0,False,False,False,False,True,False,False,5.1,False,False,False,False,False,8
2,5.8,False,1.15,4.725,28.57,2886.5,False,False,False,False,True,False,False,4.5,False,False,False,False,False,8
2,5.7,False,1.115,4.365,34.54,2887.0,False,False,False,False,True,False,False,5.0,False,False,False,False,False,8
2,5.7,False,1.064,4.4,42.34,2887.5,False,False,False,False,True,False,False,5.3,False,False,False,False,False,8
2,5.5,False,1.008,4.86,44.21,2888.0,False,False,False,False,True,False,False,5.5,False,False,False,False,False,8
2,5.6,False,0.943,5.47,44.15,2888.5,False,False,False,False,True,False,False,4.1,False,False,False,False,False,6
2,5.6,False,0.88,5.905,39.25,2889.0,False,False,False,False,True,False,False,3.9,False,False,False,False,False,6
2,5.4,False,0.812,7.13,38.37,2889.5,False,False,False,False,True,False,False,5.7,False,False,False,False,False,6
1,4.7,False,0.74,9.33,60.63,2890.0,False,False,False,False,False,False,True,9.1,False,False,False,False,False,2
1,4.0,False,0.684,11.31,83.69,2890.5,False,False,False,False,False,False,True,12.4,False,False,False,False,False,2
1,3.6,False,0.648,11.975,87.3,2891.0,False,False,False,False,False,False,True,13.7,False,False,False,False,False,2
1,3.6,False,0.619,12.065,89.07,2891.5,False,False,False,False,False,False,True,13.7,False,False,False,False,False,2
1,3.7,False,0.584,12.21,91.06,2892.0,False,False,False,False,False,False,True,12.9,False,False,False,False,False,2
1,3.7,False,0.559,12.485,98.37,2892.5,False,False,False,False,False,False,True,12.0,False,False,False,False,False,2
1,3.7,False,0.548,12.23,87.1,2893.0,False,False,False,False,False,False,True,11.3,False,False,False,False,False,2
1,3.5,False,0.542,11.67,83.81,2893.5,False,False,False,False,False,False,True,10.9,False,False,False,False,False,2
1,3.4,False,0.535,11.96,83.11,2894.0,False,False,False,False,False,False,True,10.4,False,False,False,False,False,2
1,3.3,False,0.529,13.05,85.4,2894.5,False,False,False,False,False,False,True,11.1,False,False,False,False,False,2
1,3.3,False,0.524,13.735,86.83,2895.0,False,False,False,False,False,False,True,11.5,False,False,False,False,False,2
1,3.3,False,0.515,13.6,80.54,2895.5,False,False,False,False,False,False,True,11.2,False,False,False,False,False,2
1,3.2,False,0.501,12.905,77.67,2896.0,False,False,False,False,False,False,True,10.3,False,False,False,False,False,2
1,3.3,False,0.489,12.575,74.74,2896.5,False,False,False,False,False,False,True,8.9,False,False,False,False,False,2
1,3.2,False,0.481,12.305,75.06,2897.0,False,False,False,False,False,False,True,8.8,False,False,False,False,False,2
1,3.2,False,0.477,12.35,76.98,2897.5,False,False,False,False,False,False,True,8.3,False,False,False,False,False,2
1,3.2,False,0.471,12.855,79.6,2898.0,False,False,False,False,False,False,True,8.5,False,False,False,False,False,2
1,3.3,False,0.467,14.3,92.95,2898.5,False,False,False,False,False,False,True,8.6,False,False,False,False,False,2
1,3.3,False,0.467,14.21,94.25,2899.0,False,False,False,False,False,False,True,9.0,False,False,False,False,False,2
1,3.3,False,0.467,13.64,83.12,2899.5,False,False,False,False,False,False,True,9.1,False,False,False,False,False,2
1,3.4,False,0.471,12.5,75.02,2900.0,False,False,False,False,False,False,True,9.2,False,False,False,False,False,2
1,3.3,False,0.48,11.92,62.61,2900.5,False,False,False,False,False,False,True,8.7,False,False,False,False,False,2
1,3.3,False,0.487,11.635,68.47,2901.0,False,False,False,False,False,False,True,8.2,False,False,False,False,False,2
1,3.3,False,0.484,11.265,69.58,2901.5,False,False,False,False,False,False,True,7.3,False,False,False,False,False,2
1,3.5,False,0.479,11.375,76.05,2902.0,False,False,False,False,False,False,True,7.5,False,False,False,False,False,2
1,3.5,False,0.471,12.285,89.53,2902.5,False,False,False,False,False,False,True,8.4,False,False,False,False,False,2
1,3.5,False,0.464,15.135,97.25,2903.0,False,False,False,False,False,False,True,9.1,False,False,False,False,False,3
1,3.5,False,0.474,21.93,95.12,2903.5,False,False,False,False,False,False,True,8.1,False,False,False,False,False,3
1,3.3,False,0.501,26.715,91.67,2904.0,False,False,False,False,False,False,True,6.4,False,False,False,False,False,3
1,3.2,False,0.521,25.875,85.15,2904.5,False,False,False,False,False,False,True,3.7,False,False,False,False,False,3
2,3.2,False,0.534,18.92,65.17,2905.0,False,False,False,False,False,False,False,2.5,False,False,False,False,True,8
2,3.7,False,0.547,12.215,32.9,2905.5,False,False,False,False,False,False,False,2.3,False,False,False,False,True,8
2,4.8,False,0.549,10.63,19.92,2906.0,False,False,False,False,False,False,False,1.9,False,False,False,False,True,8
2,5.2,False,0.549,11.06,14.52,2906.5,False,False,False,False,False,False,False,2.4,False,False,False,False,True,8
2,5.4,False,0.558,12.15,14.75,2907.0,False,False,False,False,False,False,False,3.5,False,False,False,False,True,8
2,5.2,False,0.565,13.16,15.01,2907.5,False,False,False,False,False,False,False,3.9,False,False,False,False,True,8
2,5.2,False,0.56,14.02,15.68,2908.0,False,False,False,False,False,False,False,3.7,False,False,False,False,True,8
2,5.3,False,0.55,14.255,16.96,2908.5,False,False,False,False,False,False,False,3.0,False,False,False,False,True,8
2,5.5,False,0.534,12.705,15.78,2909.0,False,False,False,False,False,False,False,3.1,False,False,False,False,True,8
2,5.7,False,0.507,11.095,15.71,2909.5,False,False,False,False,False,False,False,3.9,False,False,False,False,True,8
2,5.7,False,0.484,10.225,17.29,2910.0,False,False,False,False,False,False,False,3.6,False,False,False,False,True,8
2,5.6,False,0.476,10.81,25.4,2910.5,False,False,False,False,False,False,False,3.5,False,False,False,False,True,8
1,5.1,False,0.48,11.865,54.3,2911.0,False,True,False,False,False,False,False,5.7,False,False,False,False,False,2
1,4.0,False,0.493,11.795,77.86,2911.5,False,True,False,False,False,False,False,8.0,False,False,False,False,False,2
1,3.6,False,0.496,11.345,81.08,2912.0,False,True,False,False,False,False,False,8.6,False,False,False,False,False,2
1,3.3,False,0.489,10.6,64.84,2912.5,False,True,False,False,False,False,False,6.8,False,False,False,False,False,2
1,3.5,False,0.476,10.89,68.3,2913.0,False,True,False,False,False,False,False,6.3,False,False,False,False,False,2
1,3.4,False,0.456,11.805,62.2,2913.5,False,True,False,False,False,False,False,6.0,False,False,False,False,False,2
1,3.4,False,0.447,12.205,62.13,2914.0,False,True,False,False,False,False,False,6.8,False,False,False,False,False,2
1,3.4,False,0.447,12.495,59.9,2914.5,False,True,False,False,False,False,False,7.5,False,False,False,False,False,2
1,3.3,False,0.446,12.57,66.76,2915.0,False,True,False,False,False,False,False,7.6,False,False,False,False,False,2
1,3.4,False,0.441,12.535,68.75,2915.5,False,True,False,False,False,False,False,8.4,False,False,False,False,False,2
1,3.3,False,0.431,13.055,89.47,2916.0,False,True,False,False,False,False,False,10.0,False,False,False,False,False,2
1,3.3,False,0.42,14.46,92.28,2916.5,False,True,False,False,False,False,False,12.3,False,False,False,False,False,2
